,X,gene_id,true_target,pred_prob,pred_class,TRUE_class,sum_imp_score,sum_imp_score2,TRUE_pred_imp
62,61,AT1G42525,0,0.00292715430259705,0,TRUE,-4.07070393096001,0,TRUE
63,62,AT1G32480,0,0.0330079793930054,0,TRUE,-1.98416194355741,0,TRUE
64,63,AT1G02580,0,0.355741858482361,0,TRUE,0.00919875643921841,1,FALSE
65,64,AT1G49110,0,0.0973698794841766,0,TRUE,-1.41080528324164,0,TRUE
66,65,AT1G58242,0,0.110971659421921,0,TRUE,-1.21301770119135,0,TRUE
67,66,AT1G45015,0,0.380407452583313,0,TRUE,-0.0752226321001217,0,TRUE
68,67,AT1G23160,0,0.0588003695011139,0,TRUE,-1.69602153935148,0,TRUE
69,68,AT1G76830,0,0.0142305493354797,0,TRUE,-3.22278684698904,0,TRUE
70,69,AT1G35375,0,0.019636482000351,0,TRUE,-2.98635545465413,0,TRUE
71,70,AT1G28306,0,0.104124337434769,0,TRUE,-1.30840590907087,0,TRUE
72,71,AT1G19086,0,0.0128592550754547,0,TRUE,-3.05285683884176,0,TRUE
73,72,AT1G56680,0,0.477130234241486,0,TRUE,-0.15361352023865,0,TRUE
74,73,AT1G45243,0,0.0246120393276215,0,TRUE,-2.46399434936438,0,TRUE
75,74,AT1G14048,0,0.00395575165748596,0,TRUE,-4.39863757480271,0,TRUE
76,75,AT1G47690,0,0.00564500689506531,0,TRUE,-3.8242737824894,0,TRUE
77,76,AT1G06280,0,0.0136134028434753,0,TRUE,-3.10896289923767,0,TRUE
78,77,AT1G32970,0,0.0776664912700653,0,TRUE,-1.50611818470225,0,TRUE
79,78,AT1G26815,0,0.120324820280075,0,TRUE,-1.32849505054219,0,TRUE
80,79,AT1G09550,0,0.0460874736309052,0,TRUE,-2.1290477228888,0,TRUE
81,80,AT1G44940,0,0.0246365666389465,0,TRUE,-2.38356618992111,0,TRUE
82,81,AT1G47810,0,0.0103062391281128,0,TRUE,-3.22293745297793,0,TRUE
83,82,AT1G08100,0,0.0155013799667358,0,TRUE,-3.08224951831471,0,TRUE
84,83,AT1G66630,0,0.0167667269706726,0,TRUE,-3.05999906332545,0,TRUE
85,84,AT1G78760,0,0.0422538220882416,0,TRUE,-1.85982427339241,0,TRUE
86,85,AT1G28430,0,0.340727627277374,0,TRUE,-0.405099717608209,0,TRUE
87,86,AT1G12190,0,0.0238367021083832,0,TRUE,-2.30539697319364,0,TRUE
88,87,AT1G66610,0,0.2598757147789,0,TRUE,-0.807848180691508,0,TRUE
89,88,AT1G13890,0,0.0747324526309967,0,TRUE,-1.86131909833148,0,TRUE
90,89,AT1G74035,0,0.147374302148819,0,TRUE,-1.1473369468913,0,TRUE
91,90,AT1G22210,0,0.385559380054474,0,TRUE,-0.430994832568103,0,TRUE
92,91,AT1G18050,0,0.0294470191001892,0,TRUE,-2.80927145032274,0,TRUE
93,92,AT1G29140,0,0.180371254682541,0,TRUE,-0.838057793325788,0,TRUE
94,93,AT1G67775,0,0.0206708908081055,0,TRUE,-2.56107229909594,0,TRUE
95,94,AT1G57730,0,0.00712698698043823,0,TRUE,-3.50099295914015,0,TRUE
96,95,AT1G35630,0,0.0936157405376434,0,TRUE,-1.5788037795628,0,TRUE
97,96,AT1G75160,0,0.191810190677643,0,TRUE,-0.891510198420292,0,TRUE
98,97,AT1G52460,0,0.0402996242046356,0,TRUE,-2.02904420311643,0,TRUE
99,98,AT1G50090,0,0.23003888130188,0,TRUE,-0.692857068373996,0,TRUE
100,99,AT1G23147,0,0.0195223093032837,0,TRUE,-2.63299824254318,0,TRUE
101,100,AT1G15840,0,0.111928671598434,0,TRUE,-1.13851680808602,0,TRUE
102,101,AT1G14550,0,0.253148376941681,0,TRUE,-0.3867996929539,0,TRUE
103,102,AT1G44090,0,0.0718240141868591,0,TRUE,-1.96801868357306,0,TRUE
104,103,AT1G64633,0,0.0163577497005463,0,TRUE,-3.15651955401995,0,TRUE
105,104,AT1G34792,0,0.0431616902351379,0,TRUE,-1.99015309450715,0,TRUE
106,105,AT1G07850,0,0.213497817516327,0,TRUE,-0.900453827251113,0,TRUE
107,106,AT1G02570,0,0.489796936511993,0,TRUE,0.329414583831294,1,FALSE
108,107,AT1G65770,0,0.109500467777252,0,TRUE,-1.61094410719852,0,TRUE
109,108,AT1G21395,0,0.029863178730011,0,TRUE,-2.53815440794187,0,TRUE
110,109,AT1G26797,0,0.0236397385597229,0,TRUE,-2.50253080943912,0,TRUE
111,110,AT1G18486,0,0.0181263089179993,0,TRUE,-2.8834776685153,0,TRUE
112,111,AT1G24220,0,0.0208917856216431,0,TRUE,-2.64984672997753,0,TRUE
113,112,AT1G44318,0,0.0154256522655487,0,TRUE,-2.95524307859887,0,TRUE
114,113,AT1G19930,0,0.0831586718559265,0,TRUE,-1.41284815427844,0,TRUE
115,114,AT1G34815,0,0.0527140200138092,0,TRUE,-1.74322541168567,0,TRUE
116,115,AT1G52050,0,0.462842375040054,0,TRUE,0.118432666330136,1,FALSE
117,116,AT1G12170,0,0.0329709947109222,0,TRUE,-2.35017245329618,0,TRUE
118,117,AT1G32320,0,0.0217498242855072,0,TRUE,-2.93800086314968,0,TRUE
119,118,AT1G43730,0,0.0513326525688171,0,TRUE,-1.9468403851788,0,TRUE
120,119,AT1G35250,0,0.443945467472076,0,TRUE,-0.159747262434394,0,TRUE
121,120,AT1G60986,0,0.0710954070091248,0,TRUE,-1.99530058806795,0,TRUE
122,121,AT1G58936,0,0.0193970799446106,0,TRUE,-2.54187183797876,0,TRUE
123,122,AT1G53282,0,0.0484562814235687,0,TRUE,-1.9669502677832,0,TRUE
124,123,AT1G62410,0,0.165923893451691,0,TRUE,-1.24082790103785,0,TRUE
125,124,AT1G76210,0,0.216911613941193,0,TRUE,-0.84718520743445,0,TRUE
126,125,AT1G12064,0,0.0868006348609924,0,TRUE,-1.87962423758381,0,TRUE
127,126,AT1G56360,0,0.00902912020683289,0,TRUE,-3.02616555181885,0,TRUE
128,127,AT1G25025,0,0.112401127815247,0,TRUE,-1.04362768804458,0,TRUE
129,128,AT1G53023,0,0.0083433985710144,0,TRUE,-3.56283577670183,0,TRUE
130,129,AT1G72290,0,0.101597338914871,0,TRUE,-1.62354602211872,0,TRUE
131,130,AT1G53705,0,0.014744758605957,0,TRUE,-3.05649807466853,0,TRUE
132,131,AT1G56225,0,0.312386333942413,0,TRUE,-0.201226269673498,0,TRUE
133,132,AT1G27260,0,0.0127882361412048,0,TRUE,-3.15549415795749,0,TRUE
134,133,AT1G30560,0,0.0159816145896912,0,TRUE,-2.94299732612126,0,TRUE
135,134,AT1G34490,0,0.0303793549537659,0,TRUE,-2.56460029793925,0,TRUE
136,135,AT1G08440,0,0.0252516865730286,0,TRUE,-2.75886344547553,0,TRUE
137,136,AT1G08150,0,0.0481743216514587,0,TRUE,-2.4292800962794,0,TRUE
138,137,AT1G36100,0,0.0126789510250092,0,TRUE,-3.32679331602776,0,TRUE
139,138,AT1G15610,0,0.0791609585285187,0,TRUE,-1.74062907118059,0,TRUE
140,139,AT1G49420,0,0.0125916600227356,0,TRUE,-3.40294760441566,0,TRUE
141,140,AT1G20135,0,0.0109437108039856,0,TRUE,-3.10972671533818,0,TRUE
142,141,AT1G23210,0,0.3929583132267,0,TRUE,-0.310580526269405,0,TRUE
143,142,AT1G53010,0,0.00759539008140564,0,TRUE,-3.62130091578183,0,TRUE
144,143,AT1G60320,0,0.0118551850318909,0,TRUE,-3.24779909891367,0,TRUE
145,144,AT1G65300,0,0.0196263194084167,0,TRUE,-2.75660417167751,0,TRUE
146,145,AT1G31000,0,0.157346278429031,0,TRUE,-1.09101115233079,0,TRUE
147,146,AT1G14455,0,0.301288396120071,0,TRUE,-0.2627717917876,0,TRUE
148,147,AT1G18790,0,0.0113537013530731,0,TRUE,-3.51349145254744,0,TRUE
149,148,AT1G21430,0,0.0294476449489594,0,TRUE,-2.45001653109739,0,TRUE
150,149,AT1G59885,0,0.304311394691467,0,TRUE,-0.490452035137423,0,TRUE
151,150,AT1G06810,0,0.0133041441440582,0,TRUE,-3.36233980940415,0,TRUE
152,151,AT1G78520,0,0.32953092455864,0,TRUE,-0.313438181085075,0,TRUE
153,152,AT1G68325,0,0.191034018993378,0,TRUE,-0.827730239167522,0,TRUE
154,153,AT1G73050,0,0.0170945227146149,0,TRUE,-2.75397157148109,0,TRUE
155,154,AT1G57777,0,0.0677666664123535,0,TRUE,-1.62433596735082,0,TRUE
156,155,AT1G24390,0,0.0518082678318024,0,TRUE,-1.91310739273104,0,TRUE
157,156,AT1G61688,0,0.119583159685135,0,TRUE,-1.09582370847875,0,TRUE
158,157,AT1G55440,0,0.0537866353988647,0,TRUE,-2.54391093198319,0,TRUE
159,158,AT1G57565,0,0.0493011474609375,0,TRUE,-2.28295242156673,0,TRUE
160,159,AT1G78922,0,0.468067288398743,0,TRUE,0.381311945647667,1,FALSE
161,160,AT1G55947,0,0.0107679069042206,0,TRUE,-3.30920575721575,0,TRUE
162,161,AT1G26320,0,0.0669701397418976,0,TRUE,-1.51878058715329,0,TRUE
163,162,AT1G73120,0,0.173312872648239,0,TRUE,-0.765061971704199,0,TRUE
164,163,AT1G47765,0,0.25444233417511,0,TRUE,-0.593320283339381,0,TRUE
165,164,AT1G48820,0,0.111228227615356,0,TRUE,-1.39831663935365,0,TRUE
166,165,AT1G35040,0,0.034120500087738,0,TRUE,-2.50947216588793,0,TRUE
167,166,AT1G21990,0,0.015839695930481,0,TRUE,-3.16986499500672,0,TRUE
168,167,AT1G26350,0,0.093776673078537,0,TRUE,-1.31295693710217,0,TRUE
169,168,AT1G32510,0,0.0297459065914154,0,TRUE,-2.29635952676381,0,TRUE
170,169,AT1G46984,0,0.0573457181453705,0,TRUE,-1.95918665579393,0,TRUE
171,170,AT1G09157,0,0.0116935074329376,0,TRUE,-3.28202405800039,0,TRUE
172,171,AT1G03720,0,0.0322199463844299,0,TRUE,-2.36642281423474,0,TRUE
173,172,AT1G76230,0,0.0897372364997864,0,TRUE,-1.63242291883944,0,TRUE
174,173,AT1G70960,0,0.0123476386070251,0,TRUE,-3.32587894923927,0,TRUE
175,174,AT1G42680,0,0.358816087245941,0,TRUE,-0.110310664796998,0,TRUE
176,175,AT1G29180,0,0.148793011903763,0,TRUE,-1.13767094481864,0,TRUE
177,176,AT1G77100,0,0.0386233925819397,0,TRUE,-2.25258115727956,0,TRUE
178,177,AT1G67130,0,0.0911217927932739,0,TRUE,-1.59165013426446,0,TRUE
179,178,AT1G64255,0,0.0324766933917999,0,TRUE,-2.36440730307368,0,TRUE
180,179,AT1G18990,0,0.324095070362091,0,TRUE,-0.31975009265625,0,TRUE
181,180,AT1G80390,0,0.350863248109818,0,TRUE,-0.368557008525386,0,TRUE
182,181,AT1G60570,0,0.010015457868576,0,TRUE,-3.7040845091874,0,TRUE
183,182,AT1G68907,0,0.00716528296470642,0,TRUE,-4.03821056866855,0,TRUE
184,183,AT1G66030,0,0.158433526754379,0,TRUE,-0.895598158545909,0,TRUE
185,184,AT1G56400,0,0.0287213027477264,0,TRUE,-2.9363557218885,0,TRUE
186,185,AT1G60095,0,0.323901891708374,0,TRUE,-0.297192659141729,0,TRUE
187,186,AT1G21230,0,0.136343985795975,0,TRUE,-1.12945850427968,0,TRUE
188,187,AT1G33850,0,0.0291890799999237,0,TRUE,-2.44510709358747,0,TRUE
189,188,AT1G47680,0,0.0215317904949188,0,TRUE,-3.02415462608769,0,TRUE
190,189,AT1G23510,0,0.058044821023941,0,TRUE,-1.91612676003706,0,TRUE
191,190,AT1G50650,0,0.0112989544868469,0,TRUE,-3.44576800128198,0,TRUE
192,191,AT1G56105,0,0.395423352718353,0,TRUE,-0.184102898624587,0,TRUE
193,192,AT1G13590,0,0.137915402650833,0,TRUE,-0.924367695046385,0,TRUE
194,193,AT1G51480,0,0.0147101581096649,0,TRUE,-3.13551710801221,0,TRUE
195,194,AT1G26921,0,0.0328490436077118,0,TRUE,-2.33457409403854,0,TRUE
196,195,AT1G75870,0,0.389586508274078,0,TRUE,-0.19724130032273,0,TRUE
197,196,AT1G61070,0,0.278384268283844,0,TRUE,-0.422729970745877,0,TRUE
198,197,AT1G15385,0,0.171994656324387,0,TRUE,-0.962107843390186,0,TRUE
199,198,AT1G12855,0,0.0620185434818268,0,TRUE,-2.04947869822809,0,TRUE
200,199,AT1G36580,0,0.0720318555831909,0,TRUE,-1.72335309855544,0,TRUE
201,200,AT1G74190,0,0.0327872931957245,0,TRUE,-2.40555962397775,0,TRUE
202,201,AT1G72570,0,0.0197861194610596,0,TRUE,-2.84068612509418,0,TRUE
203,202,AT1G07690,0,0.17988908290863,0,TRUE,-0.895448435428989,0,TRUE
204,203,AT1G47920,0,0.0151545405387878,0,TRUE,-3.03941826718801,0,TRUE
205,204,AT1G23680,0,0.0655208826065063,0,TRUE,-1.95995292707585,0,TRUE
206,205,AT1G80330,0,0.0818730890750885,0,TRUE,-1.8332345485951,0,TRUE
207,206,AT1G11620,0,0.0118119120597839,0,TRUE,-3.24498152485376,0,TRUE
208,207,AT1G65780,0,0.00812837481498718,0,TRUE,-3.51537424711933,0,TRUE
209,208,AT1G30870,0,0.288780510425568,0,TRUE,-0.223352654944051,0,TRUE
210,209,AT1G34827,0,0.0135964155197144,0,TRUE,-3.31769363577951,0,TRUE
211,210,AT1G35467,0,0.093035876750946,0,TRUE,-1.38787175846483,0,TRUE
212,211,AT1G43145,0,0.0373966097831726,0,TRUE,-2.42718035612143,0,TRUE
213,212,AT1G20132,0,0.329678058624268,0,TRUE,-0.349965988913027,0,TRUE
214,213,AT1G43760,0,0.27371472120285,0,TRUE,-0.48635028754552,0,TRUE
215,214,AT1G61550,0,0.204236656427383,0,TRUE,-1.04502273485105,0,TRUE
216,215,AT1G36745,0,0.0277239382266998,0,TRUE,-2.66452257247784,0,TRUE
217,216,AT1G69090,0,0.0153502821922302,0,TRUE,-2.84518122491909,0,TRUE
218,217,AT1G27870,0,0.00844278931617737,0,TRUE,-3.9960510803121,0,TRUE
219,218,AT1G03103,0,0.0357926189899445,0,TRUE,-2.26872502888546,0,TRUE
220,219,AT1G05085,0,0.351820945739746,0,TRUE,-0.259389190994625,0,TRUE
221,220,AT1G56085,0,0.00912636518478394,0,TRUE,-3.44265186751545,0,TRUE
222,221,AT1G04625,0,0.0413766503334045,0,TRUE,-2.25312798872801,0,TRUE
223,222,AT1G71691,0,0.0477761626243591,0,TRUE,-2.27087333011514,0,TRUE
224,223,AT1G69190,0,0.0245649218559265,0,TRUE,-2.7180990066272,0,TRUE
225,224,AT1G31670,0,0.0493892431259155,0,TRUE,-2.15564261069267,0,TRUE
226,225,AT1G11690,0,0.00698170065879822,0,TRUE,-3.69243474057657,0,TRUE
227,226,AT1G63060,0,0.456197291612625,0,TRUE,0.100037499657446,1,FALSE
228,227,AT1G19900,0,0.274002254009247,0,TRUE,-0.486051708040918,0,TRUE
229,228,AT1G43610,0,0.00899198651313782,0,TRUE,-3.34797994021937,0,TRUE
230,229,AT1G35614,0,0.0161262154579163,0,TRUE,-2.97772848021214,0,TRUE
231,230,AT1G03490,0,0.00427985191345215,0,TRUE,-4.21791849233705,0,TRUE
232,231,AT1G51035,0,0.0224761366844177,0,TRUE,-2.66244081528021,0,TRUE
233,232,AT1G68845,0,0.0801517069339752,0,TRUE,-1.79957448543246,0,TRUE
234,233,AT1G05930,0,0.0938241183757782,0,TRUE,-1.62924770619884,0,TRUE
235,234,AT1G58265,0,0.101048052310944,0,TRUE,-1.58970181352925,0,TRUE
236,235,AT1G15600,0,0.169018566608429,0,TRUE,-0.942076061154694,0,TRUE
237,236,AT1G68210,0,0.0249608159065247,0,TRUE,-2.06924309657825,0,TRUE
238,237,AT1G24159,0,0.0507828891277313,0,TRUE,-1.99568266187998,0,TRUE
239,238,AT1G42190,0,0.020237535238266,0,TRUE,-2.91002446349376,0,TRUE
240,239,AT1G63105,0,0.00837546586990356,0,TRUE,-3.52872156296144,0,TRUE
241,240,AT1G64920,0,0.0745693147182465,0,TRUE,-1.92606567396615,0,TRUE
242,241,AT1G35030,0,0.0290672481060028,0,TRUE,-2.58429155732483,0,TRUE
243,242,AT1G25155,0,0.101553320884705,0,TRUE,-1.23772862778469,0,TRUE
244,243,AT1G56620,0,0.030774712562561,0,TRUE,-2.47369902297396,0,TRUE
245,244,AT1G50680,0,0.0038706362247467,0,TRUE,-4.34946352020597,0,TRUE
246,245,AT1G78500,0,0.0487283170223236,0,TRUE,-2.32489730575981,0,TRUE
247,246,AT1G35242,0,0.150477051734924,0,TRUE,-1.01654543446148,0,TRUE
248,247,AT1G60750,0,0.00850284099578857,0,TRUE,-3.76026666119287,0,TRUE
249,248,AT1G56415,0,0.0313439071178436,0,TRUE,-2.72889765539685,0,TRUE
250,249,AT1G49290,0,0.412068784236908,0,TRUE,-0.0464745543085883,0,TRUE
251,250,AT1G67220,0,0.0280941426753998,0,TRUE,-2.45575818706311,0,TRUE
252,251,AT1G36272,0,0.196268260478973,0,TRUE,-0.845260831032647,0,TRUE
253,252,AT1G63057,0,0.0565257668495178,0,TRUE,-1.83669232448483,0,TRUE
254,253,AT1G59722,0,0.0166713893413544,0,TRUE,-3.10660296553579,0,TRUE
255,254,AT1G69150,0,0.0562229156494141,0,TRUE,-1.91116003900743,0,TRUE
256,255,AT1G66040,0,0.221175104379654,0,TRUE,-1.14024631559914,0,TRUE
257,256,AT1G23300,0,0.021960586309433,0,TRUE,-2.88580292716051,0,TRUE
258,257,AT1G15590,0,0.0467870831489563,0,TRUE,-2.09737291935062,0,TRUE
259,258,AT1G60050,0,0.0777121484279633,0,TRUE,-1.78924367422951,0,TRUE
260,259,AT1G64584,0,0.193943530321121,0,TRUE,-0.904523768940635,0,TRUE
261,260,AT1G34575,0,0.0273902416229248,0,TRUE,-2.5966372221219,0,TRUE
262,261,AT1G02710,0,0.017296701669693,0,TRUE,-2.80403812917393,0,TRUE
263,262,AT1G80590,0,0.0173106789588928,0,TRUE,-3.02212786498876,0,TRUE
264,263,AT1G35820,0,0.0410308837890625,0,TRUE,-2.2682963660518,0,TRUE
265,264,AT1G32710,0,0.0353286862373352,0,TRUE,-2.40524131641291,0,TRUE
266,265,AT1G34070,0,0.0549508333206177,0,TRUE,-2.2043631871893,0,TRUE
267,266,AT1G59500,0,0.00304946303367615,0,TRUE,-4.71681188241928,0,TRUE
268,267,AT1G21860,0,0.0314051806926727,0,TRUE,-2.26982264845537,0,TRUE
269,268,AT1G33320,0,0.170929402112961,0,TRUE,-1.00582651492823,0,TRUE
270,269,AT1G29435,0,0.157584965229034,0,TRUE,-1.16460122498029,0,TRUE
271,270,AT1G51210,0,0.424649566411972,0,TRUE,0.00803446448435352,1,FALSE
272,271,AT1G72080,0,0.0467956960201263,0,TRUE,-1.84433443408489,0,TRUE
273,272,AT1G21925,0,0.0601188540458679,0,TRUE,-1.77582096377455,0,TRUE
274,273,AT1G64340,0,0.108615130186081,0,TRUE,-1.41265903359636,0,TRUE
275,274,AT1G38790,0,0.149914383888245,0,TRUE,-1.15850301201408,0,TRUE
276,275,AT1G75430,0,0.424251884222031,0,TRUE,0.048960956004521,1,FALSE
277,276,AT1G25330,0,0.43693995475769,0,TRUE,0.0779726172659139,1,FALSE
278,277,AT1G23650,0,0.155791729688644,0,TRUE,-1.08670485128459,0,TRUE
279,278,AT1G72270,0,0.0253634452819824,0,TRUE,-2.42558347161503,0,TRUE
280,279,AT1G15757,0,0.0920964479446411,0,TRUE,-1.37961650585203,0,TRUE
281,280,AT1G69500,0,0.23938262462616,0,TRUE,-0.631732275078321,0,TRUE
282,281,AT1G23580,0,0.0903522968292236,0,TRUE,-1.69089846580846,0,TRUE
283,282,AT1G56530,0,0.0118928849697113,0,TRUE,-3.23703491541346,0,TRUE
284,283,AT1G77525,0,0.0708645880222321,0,TRUE,-1.82851415814548,0,TRUE
285,284,AT1G66950,0,0.398447871208191,0,TRUE,-0.384623396044844,0,TRUE
286,285,AT1G18770,0,0.00405365228652954,0,TRUE,-4.34409689597305,0,TRUE
287,286,AT1G66000,0,0.0129557847976685,0,TRUE,-3.46848616343595,0,TRUE
288,287,AT1G77932,0,0.204508662223816,0,TRUE,-0.840949577620677,0,TRUE
289,288,AT1G02590,0,0.0615769624710083,0,TRUE,-1.79422580136134,0,TRUE
290,289,AT1G66640,0,0.00232943892478943,0,TRUE,-4.67701504544129,0,TRUE
291,290,AT1G33020,0,0.05420783162117,0,TRUE,-1.93465188710161,0,TRUE
292,291,AT1G51260,0,0.464782208204269,0,TRUE,0.144548820814634,1,FALSE
293,292,AT1G65640,0,0.0249508023262024,0,TRUE,-2.56990556023084,0,TRUE
294,293,AT1G74820,0,0.014573872089386,0,TRUE,-2.97520165449805,0,TRUE
295,294,AT1G34650,0,0.0397259593009949,0,TRUE,-1.96279023892021,0,TRUE
296,295,AT1G53945,0,0.0126470625400543,0,TRUE,-3.16913684164501,0,TRUE
297,296,AT1G61565,0,0.0447138249874115,0,TRUE,-1.98843109510426,0,TRUE
298,297,AT1G30780,0,0.0242104530334473,0,TRUE,-2.78545219096486,0,TRUE
299,298,AT1G52440,0,0.0727913379669189,0,TRUE,-1.7525786479182,0,TRUE
300,299,AT1G09540,0,0.384406000375748,0,TRUE,-0.188514345903059,0,TRUE
301,300,AT1G28220,0,0.0594606399536133,0,TRUE,-1.90494055332692,0,TRUE
302,301,AT1G75717,0,0.0895093679428101,0,TRUE,-1.28774614845133,0,TRUE
303,302,AT1G52680,0,0.407024741172791,0,TRUE,-0.0305618428865273,0,TRUE
304,303,AT1G34510,0,0.028273344039917,0,TRUE,-2.54737161524554,0,TRUE
305,304,AT1G66560,0,0.0693825483322144,0,TRUE,-1.83060880487574,0,TRUE
306,305,AT1G67450,0,0.0381943583488464,0,TRUE,-2.17873762048475,0,TRUE
307,306,AT1G50220,0,0.0308974087238312,0,TRUE,-2.3502559008017,0,TRUE
308,307,AT1G08170,0,0.410733371973038,0,TRUE,-0.0287464435596121,0,TRUE
309,308,AT1G22420,0,0.0134151577949524,0,TRUE,-3.09092766057984,0,TRUE
310,309,AT1G27220,0,0.153919458389282,0,TRUE,-1.06765355051209,0,TRUE
311,310,AT1G23540,0,0.096838116645813,0,TRUE,-1.34743820438234,0,TRUE
